Date,Rating,Review,Vehicle Name,Miles Driven on Tires,Driving Conditions,Location,Driving Style
"January 22, 2013",4.5,"Great Tire tough and classic raised white letters on a scion box gets many compliments. So far 68,000 miles I did not think they would last that long. If tire shimmies check air they are finicky wanting pressure to be even all the way around that always fixed it I had to replace air valve stem one time that was the problem. I rotated every 7,500 miles and had spin balanced and 4 wheel alignment after I  year by toyota dealership. Great look and performance and no I do not work for bf goodrich and they track good made car feel more steady then the oem tires.",2006 Scion xB ,"68,000 Miles",Combined Highway/City,"york, SC",Average
"December 04, 2012",4.5,No ice or snow driving yet. Performance is good on dry surfaces.,1994 Mazda B-Series 2wd ,"1,000 Miles",Combined Highway/City,"BOULDER, CO",Average
"November 25, 2012",2.0,"even after completely rebuilding the suspension and power steering up front, i could not get these tires to stop feathering and chopping. they vibrate like nobody's business after countless balance's and rotations. their extremely noisy now since the tread is no longer smooth. now this all could be because i purchased them at walmart... and from what i have herd they are made to a lesser standard so walmart can sell them cheaper. and it also could be because i stuffed them on a 6.5 inch rim, but i like to think their just worthless. and ill be finding out this summer when i get a set of something else in the same size. hello studded snow-tires! they make less noise >.>",1995 Ford Thunderbird ,"32,000 Miles",Mostly Highway,"Licoln, ne",Average
"November 20, 2012",2.5,"Tire is wearing very well BUT This tire is Very noisey and is getting worse as it gets older,  Would NOT buy this again even it it is made by Michlen",2000 GMC Jimmy 4wd 4dr ,"30,000 Miles",Combined Highway/City,"Roseville, Mi",Average
"November 20, 2012",5.0,"Great driving, cornering!  Original tire for my 1970 Chevelle SS. Would never buy any other tire!",1970 Chevrolet Chevelle SS ,200 Miles,Combined Highway/City,"Sherwood, Ar",Spirited
"November 15, 2012",4.0,"I've had these four months and they are much much better than my OEM tires.  Cornering, road holding, noise, wet weather travel are all greatly improved.  Several favourable reviews on this site turned out to be correct. In moderate snow they do reasonably well for an all season but you do have to be careful with them on icy surfaces.  Overall I'm really happy with them so far.",2006 Hyundai Sonata GL ,"2,500 Miles",Mostly City,"Calgary, AB",Average
"October 09, 2012",4.5,"these tires are the only ones left that fit the OEM specs for this car since its 27 yrs old, but I think this is great tire. It looks good and seems to be a tire I would buy again. The price and service from the tire rack cannot be beat anywhere. Great job guys and thanks.  Adam fesperman",1985 Toyota Supra ,"5,000 Miles",Mostly City,"Fountain Inn, SC",Average
"October 05, 2012",3.5,"I love driving my 88 Z24 5-sp, V-6, and keep it well maintained.  It's cheap.  Can't seem to wear these Radial TA's out. I'm anxious to replace them with better performing tires.  Only bought them because they were the only white-letter tire available for 14-inch wheels, and still are five years after I purchased them.  They hold curves pretty well, but squeal like a pig if pushed.  Wet traction is minimal.  When observing my front tires spinning on the emissions inspection treadmill, I saw one of the tires was out of round, explaining a chronic vibration at cruising speeds.  Going without white letters from now on.  Sorry, BFG.",1988 Chevrolet Cavalier Z24 ,"40,000 Miles",Combined Highway/City,"Winston, Ga",Spirited
"September 25, 2012",3.0,"I am actually a bit surprised by how highly rated on wet traction this tire was on Tirerack. I ran two sets of the BF Goodrich Radial T/As on my 1988 Mustang 5.0 (everything is stock). It was not until I went with another tire brand on the 3rd set that I saw how awful these tires actually were. I thought all the slipping on wet roads was the way the car was supposed to handle on wet roads. Absolutely not- a decent set of tires was all it needed; and a decent set these tires do not make for this car. I know sometimes for other 87-93 Mustang owners with 15"" wheels this may be the only tire available, but I would rather get another set of wheels than to have to buy this tire again.",1988 Ford Mustang ,"30,000 Miles",Combined Highway/City,"Gainesville, FL",Spirited
"July 18, 2012",4.5,"Could not be more pleased with this tire. After many, many burnouts, tread still looked new. Excellent response to input, very good cornering behavior. Superb wet weather traction, very good light to medium snow traction as well. Ice performance was so-so, but it's on a 2WD truck that has a Mopar Performance 360 Magnum crate motor in it, so I don't expect a lot.",1985 Dodge D150 Pick-up ,"10,000 Miles",Combined Highway/City,"Scott City, Mo",Spirited
"June 11, 2012",4.0,Iconic tire with very good looks. Good mileage. Amazing wet traction all the way down to the wear indicators. Solid performance. The problem is that these tires had too much runout so the ride comfort was compromised which is a real shame because they were great in every other way.,2002 Chevrolet Blazer 2wd 4dr ,"60,000 Miles",Combined Highway/City,"Melbourne, Fl",Average
"April 17, 2012",4.5,"Great tires, would buy again for my 98 Chevy Tahoe, look great also with 15x8 wheels. I would like to go to a 17 inch tire, but can not located this tire as the same in 17 inch. Thank You Very Much BF Goodrich for a well made tire.",1998 Chevrolet Tahoe 2wd ,"48,000 Miles",Combined Highway/City,"Pflugerville , TX",Average
"May 17, 2012",4.5,"I put 4 years of daily use on these tires, driving in winter and summer. Then went to storing the car in a garage/back yard for the winters. ",1985 Chevrolet Caprice ,"50,000 Miles",Combined Highway/City,"Buffalo, NY",Easy Going
"May 17, 2012",4.5,I love this tire for my Nova SS. It's the only tire I will have on this car. The shipping on my tires and rims was beyond belief. I got them in less than 24 hours. Not one company has surpassed that service. I went to 4 tire and wheel outlets in my city and not one place had what I needed. I got on the computer and search for B F Goodrich and American Racing wheels and Tire Rack was the first line in the search. I will definently recommend your company to all. Thank you for fast shipping and having the products in stock.,1969 Chevrolet Nova SS ,1 Miles,Combined Highway/City,"Urbana, IL",Spirited
"April 11, 2012",4.0,"On third set on 1995 Sonoma with 313,000 miles and love 'em!  Will buy more when these are worn down.  I put the used ones on my car trailer and they work great.  Will also put a set on my 1971 Cutlass S soon.  It has been on BFG T/A radials since 1977!  Tire Rack prices and service are excellent!",1995 GMC Sonoma 2wd Extra Cab ,"60,000 Miles",Combined Highway/City,"ALMA, Il",Average
"March 19, 2012",4.0,"Always liked these tires on older muscle cars - they had good traction even when worn past 70% of tread.  My Benz is lowered 4"" (front and rear) and results in more negative camber which seems to help such a heavy car handle better in cornering.  Any loss of traction with these tires is more related to suspension than the tire.  I have looped my 1971 Olds Cutlass using these tires without even trying on a wet road - but that was due to light rear and lots of torque.  They have excellent dry traction and pretty good wet traction as well. I hope they continue to be available in 14"" and 15"" for the older original rims on these cars. Great tires for the price!",1985 Mercedes-Benz 300SD ,"3,000 Miles",Mostly Highway,"Talbott, TN",Spirited
"March 01, 2012",4.0,Tires are on a 1966 olds 442 that only goes to shows and cruse nights.They work great on this car it handles great.,1971 Oldsmobile Cutlass ,300 Miles,Combined Highway/City,"MARENGO, IA",Easy Going
"February 18, 2012",4.5,"Great looking tire good handlin,g highly recommended.",1979 Pontiac Firebird ,"10,000 Miles",All Highway,"ENTERPRISE, AL",Average
"February 17, 2012",4.5,"I replaced Goodyear Assurance tires with these BFGoodrich; so my comparison will be between these two tire brands.  The Goodyear's had excellent tread wear.  I put 90,000 miles on them before I had to replace them; but I hated every other aspect about them.  The ride was extremely rough and noisy (they were a higher speed rated tire).  They handled ok on dry surfaces, but was not a problem spinning them at take off.  Get them even just a little bit wet, and hang on.  The wet traction was horrible as was the hydroplaning.  From a standstill, say at a red light on a rainy day, or just tires wet from sprinkler runoff, you could not move the car without the tires spinning.  I'm not talking about opening up the throttle, just pushing the pedal to move the car, it was awful, like being on ice and was especially gut wrenching if you were in the middle of a turn as well.  Was not comfortable with my wife driving the car in wet weather, especially with the kids.  I have had the BFGoodrich Radial T/A now for about 2,000 miles.  Recently took a road trip to Nebraska and encountered snow and ice.  Same trip I encountered rain as well as dry pavement driving.  The tires performed amazing.  The ride is very smooth (not a very high speed rated tire) and quiet.  They handle great on the ice as well as in the light snow.  On wet pavement I had no problems with traction or hydroplaning.  From a standstill on wet pavement, traction is greatly improved, and spinning occurs only when I open up the throttle a little.  With only so few miles, I cannot really give my opinion on the treadwear.  In my opinion, for my driving style (80 mile daily commute for work and city driving during day) as a spirited driver, I am absolutely happy with the BFGoodrich tires.",2006 Dodge Charger RT ,"2,000 Miles",Combined Highway/City,"Post, TX",Spirited
